,budget_rank,budget,domestic_gross,worldwide_gross,dom_profits,total_profits,budget_quart,profit_transform,dom_profit_transform,rating,critic_rating,aud_rating,release_date
La misma luna,4344,1700000,12590147,23271741,10890147,21571741,36.1087313685,18.6984790046,19.1760111805,32,0,0,
Conquest of the Planet of the Apes,4345,1700000,9700000,9700000,8000000,8000000,36.1087313685,18.5900035317,19.1623386259,12,0,0,
The Lunchbox,4346,1700000,4231500,12231500,2531500,10531500,36.1087313685,18.6111501997,19.13594562,51,0,0,
Grace Unplugged,4347,1700000,2507159,2507159,807159,807159,36.1087313685,18.5273570027,19.1274767541,23,0,0,
"Happy, Texas",4348,1700000,1943649,2795685,243649,1095685,36.1087313685,18.5299469655,19.1246935295,50,0,0,
My Summer of Love,4349,1700000,1000915,4727375,-699085,3027375,36.1087313685,18.5471161685,19.1200198947,90,0,0,
Yes,4350,1700000,396035,661221,-1303965,-1038779,36.1087313685,18.5106262232,19.1170096375,70,0,0,
From Here to Eternity,4351,1650000,30500000,30500000,28850000,28850000,35.8402463422,18.7521421761,19.2570244879,17,0,0,
You Can't Take It With You,4352,1644000,4000000,4000000,2356000,2356000,35.8076197755,18.5411822325,19.1350869467,72,0,0,
Foolish,4353,1600000,6026908,6026908,4426908,4426908,35.5655882008,18.5593738545,19.1451726505,72,0,0,
She Wore a Yellow Ribbon,4354,1600000,5400000,5400000,3800000,3800000,35.5655882008,18.553901706,19.1421302144,68,0,0,
The Conversation,4355,1600000,4420000,4420000,2820000,2820000,35.5655882008,18.5452870438,19.137355571,68,0,0,
N-Secure,4356,1600000,2595644,2595644,995644,995644,35.5655882008,18.5290497038,19.1284059716,66,0,0,
Sukkar banat,4357,1600000,1060591,14253760,-539409,12653760,35.5655882008,18.6285401009,19.1208130318,3,0,0,
Out of the Dark,4358,1600000,419428,419428,-1180572,-1180572,35.5655882008,18.5093294216,19.1176244536,11,0,0,
Bubble,4359,1600000,145382,145382,-1454618,-1454618,35.5655882008,18.5068182927,19.1162584834,10,0,0,
Dil Jo Bhi Kahey...,4360,1600000,129319,129319,-1470681,-1470681,35.5655882008,18.5066709089,19.1161783601,17,0,0,
Mississippi Mermaid,4361,1600000,27795,2627795,-1572205,1027795,35.5655882008,18.529338152,19.1156718036,17,0,0,
I Love Your Work,4362,1600000,3264,3264,-1596736,-1596736,35.5655882008,18.5055135547,19.115549367,42,0,0,
Insidious,4363,1500000,54009150,99870886,52509150,98370886,34.9963551158,19.1569885966,19.3546167621,13,0,0,
Cabin Fever,4364,1500000,21158188,30351664,19658188,28851664,34.9963551158,18.7521541214,19.2163822972,57,0,0,
Waitress,4365,1500000,19067631,22187264,17567631,20687264,34.9963551158,18.6917569949,19.2069035733,71,0,0,
Kickboxer,4366,1500000,14533681,14533681,13033681,13033681,34.9963551158,18.6316215275,19.1860323096,38,0,0,
Bloodsport,4367,1500000,11806119,11806119,10306119,10306119,34.9963551158,18.6092855283,19.1732633219,47,0,0,
Mr. Smith Goes To Washington,4368,1500000,9000000,9000000,7500000,7500000,34.9963551158,18.5857734156,19.1599541674,41,0,0,
The Squid and the Whale,4369,1500000,7372734,11191423,5872734,9691423,34.9963551158,18.6041821462,19.1521542715,0,0,0,
Kids,4370,1500000,7269578,20269578,5769578,18769578,34.9963551158,18.6770255432,19.1516577622,2,0,0,
Kissing Jessica Stein,4371,1500000,7025722,9345061,5525722,7845061,34.9963551158,18.5886946241,19.1504830562,28,0,0,
Spellbound,4372,1500000,7000000,7000000,5500000,5500000,34.9963551158,18.5686717089,19.1503590673,25,0,0,
Dawn of the Dead,4373,1500000,5100000,55000000,3600000,53500000,34.9963551158,18.9150735374,19.1411576472,82,0,0,
Exotica,4374,1500000,5046118,5046118,3546118,3546118,34.9963551158,18.5516770761,19.140895466,71,0,0,
The To Do List,4375,1500000,3491669,4128828,1991669,2628828,34.9963551158,18.5435978666,19.1333020175,37,0,0,
The Gatekeepers,4376,1500000,2408553,2592308,908553,1092308,34.9963551158,18.5299166905,19.1279767265,74,0,0,
Repo Man,4377,1500000,2300000,2300000,800000,800000,34.9963551158,18.5272926544,19.1274414437,94,0,0,
Buffalo '66,4378,1500000,2180752,2180752,680752,680752,34.9963551158,18.5262201897,19.1268530926,45,0,0,
Blood Simple,4379,1500000,1690913,2730877,190913,1230877,34.9963551158,18.5311582167,19.124432665,22,0,0,
Nueve Reinas,4380,1500000,1222889,12412889,-277111,10912889,34.9963551158,18.614297692,19.1221145455,78,0,0,
The Lords of Salem,4381,1500000,1165881,1165881,-334119,-334119,34.9963551158,18.5170460307,19.1218318178,4,0,0,
The Ballad of Jack and Rose,4382,1500000,712294,1126258,-787706,-373742,34.9963551158,18.5166861367,19.1195794279,71,0,0,
Killing Zoe,4383,1500000,418953,418953,-1081047,-1081047,34.9963551158,18.510239827,19.1181200701,97,0,0,
The Believer,4384,1500000,406035,406035,-1093965,-1093965,34.9963551158,18.5101217064,19.1180557547,71,0,0,
Snow Angels,4385,1500000,402858,414404,-1097142,-1085596,34.9963551158,18.5101982331,19.1180399366,67,0,0,
Session 9,4386,1500000,378176,1619602,-1121824,119602,34.9963551158,18.5211579517,19.1179170377,86,0,0,
MOOZ-lum,4387,1500000,362239,372239,-1137761,-1127761,34.9963551158,18.5098126137,19.1178376748,60,0,0,
I Want Someone To Eat Cheese With,4388,1500000,194568,194568,-1305432,-1305432,34.9963551158,18.5081860907,19.1170023258,96,0,0,
Amigo,4389,1500000,184705,184705,-1315295,-1315295,34.9963551158,18.5080957204,19.1169531659,89,0,0,
Hatchet,4390,1500000,175281,240396,-1324719,-1259604,34.9963551158,18.5086058851,19.1169061918,32,0,0,
My Name is Bruce,4391,1500000,173066,173066,-1326934,-1326934,34.9963551158,18.5079890669,19.1168951508,64,0,0,
Modern Times,4392,1500000,163245,163245,-1336755,-1336755,34.9963551158,18.5078990638,19.116846195,25,0,0,
The Salon,4393,1500000,139084,139084,-1360916,-1360916,34.9963551158,18.5076776093,19.1167257468,17,0,0,
Stolen Summer,4394,1500000,119841,119841,-1380159,-1380159,34.9963551158,18.507501197,19.1166298056,87,0,0,
Road Hard,4395,1500000,113169,113169,-1386831,-1386831,34.9963551158,18.5074400234,19.1165965384,100,0,0,
Forty Shades of Blue,4396,1500000,75828,172569,-1424172,-1327431,34.9963551158,18.5079845124,19.1164103323,20,0,0,
Trucker,4397,1500000,52429,52429,-1447571,-1447571,34.9963551158,18.5068829446,19.1162936322,93,0,0,
Pontypool,4398,1500000,3865,31916,-1496135,-1468084,34.9963551158,18.5066947388,19.1160513809,9,0,0,
"Me, You and Five Bucks",4399,1500000,2105,2105,-1497895,-1497895,34.9963551158,18.5064211612,19.1160426004,1,0,0,
Snow White and the Seven Dwarfs,4411,1488000,184925485,184925485,183437485,183437485,34.9261514421,19.4987083714,19.7697373202,47,0,0,
Shalako,4412,1455000,2620000,2620000,1165000,1165000,34.7308768703,18.5305681757,19.1292401487,74,0,0,
Holy Girl,4413,1400000,304124,1261792,-1095876,-138208,34.3979062825,18.5188235808,19.1180462399,52,0,0,
La chambre bleue,4414,1400000,260441,1945420,-1139559,545420,34.3979062825,18.5250016775,19.1178287207,85,0,0,
Incident at Loch Ness,4415,1400000,36830,56073,-1363170,-1343927,34.3979062825,18.5078333319,19.1167145094,15,0,0,
Eddie: The Sleepwalking Cannibal,4416,1400000,1632,1632,-1398368,-1398368,34.3979062825,18.5073342353,19.1165390112,19,0,0,
"Lock, Stock and Two Smoking Barrels",4421,1350000,3714067,28172686,2364067,26822686,34.086580994,18.7374816773,19.1351264325,44,0,0,
The Ballad of Gregorio Cortez,4422,1305000,909000,909000,-396000,-396000,33.798904803,18.5164839114,19.1215248322,52,0,0,
San Francisco,4423,1300000,2868000,5273000,1568000,3973000,33.7664837539,18.5554147807,19.1312223653,46,0,0,
Festen,4424,1300000,1647780,1647780,347780,347780,33.7664837539,18.5232194802,19.1252084253,37,0,0,
Trees Lounge,4425,1300000,749741,749741,-550259,-550259,33.7664837539,18.5150812648,19.120759158,22,0,0,
The Girlfriend Experience,4426,1300000,695840,1005840,-604160,-294160,33.7664837539,18.5174088454,19.1204914787,8,0,0,
Journey from the Fall,4427,1300000,635305,635305,-664695,-664695,33.7664837539,18.5140394482,19.1201907687,18,0,0,
The Basket,4428,1300000,609042,609042,-690958,-690958,33.7664837539,18.5138001987,19.120060278,48,0,0,
Above and Beyond,4429,1300000,288751,288751,-1011249,-1011249,33.7664837539,18.5108778105,19.118467505,9,0,0,
Def-Con 4,4430,1300000,210904,210904,-1089096,-1089096,33.7664837539,18.5101662296,19.1180799967,79,0,0,
Neal n' Nikki,4431,1300000,100358,329621,-1199642,-970379,33.7664837539,18.5112511909,19.1175294604,40,0,0,
The Hebrew Hammer,4432,1300000,77755,90213,-1222245,-1209787,33.7664837539,18.5090620198,19.1174168566,47,0,0,
Los insolitos peces gato,4433,1300000,11278,11278,-1288722,-1288722,33.7664837539,18.5083391783,19.1170856075,51,0,0,
Simon,4434,1300000,3771,1738379,-1296229,438379,33.7664837539,18.5240368412,19.1170481939,87,0,0,
Rebecca,4438,1288000,6000000,6000000,4712000,4712000,33.6882899051,18.5618524922,19.1465531695,32,0,0,
Friday the 13th Part 2,4439,1250000,21722776,21722776,20472776,20472776,33.4370152488,18.6901200597,19.2200515042,73,0,0,
The Lost Weekend,4440,1250000,11000000,11000000,9750000,9750000,33.4370152488,18.6046695935,19.1706397386,40,0,0,
C.H.U.D.,4441,1250000,4700000,4700000,3450000,3450000,33.4370152488,18.5508335532,19.1404276005,42,0,0,
Filly Brown,4442,1250000,2850357,2850357,1600357,1600357,33.4370152488,18.5344611041,19.1313813478,95,0,0,
Niagara,4443,1250000,2500000,2500000,1250000,1250000,33.4370152488,18.5313294306,19.1296585612,25,0,0,
The Rocky Horror Picture Show,4446,1200000,140241017,140241017,139041017,139041017,33.0975091965,19.3349344385,19.6473412392,22,0,0,
Saw,4447,1200000,55968727,103880027,54768727,102680027,33.0975091965,19.1774141283,19.3634577881,79,0,0,
"Sex, Lies, and Videotape",4448,1200000,23676707,35676707,22476707,34476707,33.0975091965,18.7917403735,19.2290210671,84,0,0,
Super Troopers,4449,1200000,18492362,23046142,17292362,21846142,33.0975091965,18.700555297,19.2056487646,67,0,0,
Monsoon Wedding,4450,1200000,13876974,27025600,12676974,25825600,33.0975091965,18.7301916397,19.1843716362,6,0,0,
You Can Count on Me,4451,1200000,9180275,10827356,7980275,9627356,33.0975091965,18.6036487418,19.1622446666,76,0,0,
Strangers on a Train,4452,1200000,7000000,7000000,5800000,5800000,33.0975091965,18.5712556842,19.1518042147,52,0,0,
The Trouble With Harry,4453,1200000,7000000,7000000,5800000,5800000,33.0975091965,18.5712556842,19.1518042147,24,0,0,
"Il buono, il brutto, il cattivo",4454,1200000,6100000,6100000,4900000,4900000,33.0975091965,18.5634836406,19.1474624921,75,0,0,
The Day the Earth Stood Still,4455,1200000,3700000,3700000,2500000,2500000,33.0975091965,18.5424579435,19.1357915534,37,0,0,
Home Run,4456,1200000,2859955,2859955,1659955,1659955,33.0975091965,18.5349928474,19.1316741099,95,0,0,
Reservoir Dogs,4457,1200000,2832029,2832029,1632029,1632029,33.0975091965,18.5347437222,19.1315369402,11,0,0,
But I'm a Cheerleader,4458,1200000,2205627,2509344,1005627,1309344,33.0975091965,18.5318605686,19.128455163,77,0,0,
The Wrong Man,4459,1200000,2000000,2000000,800000,800000,33.0975091965,18.5272926544,19.1274414437,13,0,0,
The Blue Bird,4460,1200000,887000,887000,-313000,-313000,33.0975091965,18.5172378007,19.1219365655,81,0,0,
Blue Like Jazz,4461,1200000,595018,595018,-604982,-604982,33.0975091965,18.5145832062,19.120487396,62,0,0,
Que Horas Ela Volta?,4462,1200000,372508,3003079,-827492,1803079,33.0975091965,18.53626867,19.1193816192,6,0,0,
Q,4463,1200000,255000,255000,-945000,-945000,33.0975091965,18.5114829783,19.1187971624,85,0,0,
Down & Out with the Dolls,4464,1200000,58936,58936,-1141064,-1141064,33.0975091965,18.5096909204,19.1178212257,13,0,0,
"Pink Ribbons, Inc.",4465,1200000,26608,26608,-1173392,-1173392,33.0975091965,18.5093951284,19.1176602169,80,0,0,
Certifiably Jonathan,4466,1200000,7826,7826,-1192174,-1192174,33.0975091965,18.5092232383,19.1175666618,69,0,0,
La navaja de Don Juan,4467,1200000,4254,4254,-1195746,-1195746,33.0975091965,18.5091905445,19.1175488683,26,0,0,
Gods Not Dead,4477,1150000,60755732,63777092,59605732,62627092,32.7472217062,18.96924907,19.3821247603,34,0,0,
Waiting...,4478,1125000,16124543,18673274,14999543,17548274,32.5677781216,18.6675292281,19.1951353583,7,0,0,
Dead Man's Shoes,4479,1125000,6013,414341,-1118987,-710659,32.5677781216,18.5136206898,19.1179311647,59,0,0,
Wolf Creek,4480,1100000,16186348,29005064,15086348,27905064,32.3853184046,18.7453356155,19.1955354103,48,0,0,
Serbuan maut,4481,1100000,4105123,9297407,3005123,8197407,32.3853184046,18.5916687262,19.1382592542,94,0,0,
The Offspring,4482,1100000,1355728,1355728,255728,255728,32.3853184046,18.5223883259,19.12475327,74,0,0,
Sex with Strangers,4483,1100000,247740,247740,-852260,-852260,32.3853184046,18.51232952,19.1192584575,50,0,0,
Beyond the Black Rainbow,4484,1100000,56491,56491,-1043509,-1043509,32.3853184046,18.5105829909,19.1183069388,66,0,0,
Dracula: Pages from a Virgin's Diary,4485,1100000,39659,81371,-1060341,-1018629,32.3853184046,18.5108103734,19.1182231514,89,0,0,
The Sleepwalker,4486,1100000,2636,2636,-1097364,-1097364,32.3853184046,18.510090624,19.1180388312,24,0,0,
Rocket Singh: Salesman of the Year,4492,1070000,164649,5348767,-905351,4278767,32.162214527,18.5580834622,19.1189944053,80,0,0,
Casablanca,4493,1039000,10462500,10462500,9423500,9423500,31.9266893753,18.6019495969,19.169096208,9,0,0,
Rocky,4494,1000000,117235147,225000000,116235147,224000000,31.6227766017,19.6279986731,19.5781167177,92,0,0,
The Devil Inside,4495,1000000,53261944,101758489,52261944,100758489,31.6227766017,19.168357449,19.3536447609,36,0,0,
Tom Jones,4496,1000000,37600000,37600000,36600000,36600000,31.6227766017,18.8062848687,19.290053107,63,0,0,
Unfriended,4497,1000000,32482090,62561449,31482090,61561449,31.6227766017,18.9630730035,19.268364577,39,0,0,
Taxi Driver,4498,1000000,28262574,28262574,27262574,27262574,31.6227766017,18.7406810313,19.2501225366,35,0,0,
An Inconvenient Truth,4499,1000000,23814997,52438751,22814997,51438751,31.6227766017,18.90242143,19.2305273422,89,0,0,
The Fog,4500,1000000,21378361,21378361,20378361,20378361,31.6227766017,18.6893986505,19.2196269131,77,0,0,
Chernobyl Diaries,4501,1000000,18119640,38390020,17119640,37390020,31.6227766017,18.8116429381,19.2048606098,57,0,0,
The Howling,4502,1000000,17985000,17985000,16985000,16985000,31.6227766017,18.6631188877,19.2042457974,64,0,0,
Dr. No,4503,1000000,16067035,59567035,15067035,58567035,31.6227766017,18.9455114985,19.1954464177,95,0,0,
Hellraiser,4504,1000000,13323420,13323420,12323420,12323420,31.6227766017,18.6258530719,19.1827229159,84,0,0,
Cry Wolf,4505,1000000,10047674,15943081,9047674,14943081,31.6227766017,18.6469659392,19.1673165337,61,0,0,
Godzilla 2000,4506,1000000,10037390,10037390,9037390,9037390,31.6227766017,18.5987234262,19.1672677907,55,0,0,
Blue Valentine,4507,1000000,9737892,16566240,8737892,15566240,31.6227766017,18.651923266,19.1658472171,45,0,0,
Transamerica,4508,1000000,9015303,16553163,8015303,15553163,31.6227766017,18.6518194884,19.162411515,73,0,0,
Beyond the Valley of the Dolls,4509,1000000,9000000,9000000,8000000,8000000,31.6227766017,18.5900035317,19.1623386259,31,0,0,
Love Me Tender,4510,1000000,9000000,9000000,8000000,8000000,31.6227766017,18.5900035317,19.1623386259,39,0,0,
Sands of Iwo Jima,4511,1000000,7800000,7800000,6800000,6800000,31.6227766017,18.5798210293,19.1566063448,27,0,0,
The Green Inferno,4512,1000000,7192291,8787893,6192291,7787893,31.6227766017,18.5882112421,19.1536907969,1,0,0,
The Sessions,4513,1000000,6002451,11495204,5002451,10495204,31.6227766017,18.6108501425,19.1479576815,39,0,0,
Shine a Light,4514,1000000,5371629,16040241,4371629,15040241,31.6227766017,18.6477404811,19.1449047488,51,0,0,
October Baby,4515,1000000,5355847,5355847,4355847,4355847,31.6227766017,18.5587550806,19.1448282504,3,0,0,
The Skeleton Twins,4516,1000000,5284309,5797192,4284309,4797192,31.6227766017,18.562591975,19.1444814187,69,0,0,
20 Feet From Stardom,4517,1000000,4946250,5892466,3946250,4892466,31.6227766017,18.5634183244,19.142840806,71,0,0,
"Food, Inc.",4518,1000000,4417674,4731944,3417674,3731944,31.6227766017,18.5533058536,19.1402702007,63,0,0,
"Next Stop, Wonderland",4519,1000000,3386698,3456820,2386698,2456820,31.6227766017,18.5420755782,19.1352371968,89,0,0,
Obvious Child,4520,1000000,3122616,3324070,2122616,2324070,31.6227766017,18.5408991407,19.1339439194,89,0,0,
Martha Marcy May Marlene,4521,1000000,2981038,5438911,1981038,4438911,31.6227766017,18.5594783346,19.1332498863,64,0,0,
Junebug,4522,1000000,2678010,3553253,1678010,2553253,31.6227766017,18.5429293055,19.1317627842,99,0,0,
Frozen River,4523,1000000,2511476,6030129,1511476,5030129,31.6227766017,18.5646111255,19.1309445802,64,0,0,
The Sidewalks of New York,4524,1000000,2402459,3575308,1402459,2575308,31.6227766017,18.5431244574,19.1304086022,42,0,0,
Two Girls and a Guy,4525,1000000,1950218,2208051,950218,1208051,31.6227766017,18.5309538103,19.1281821036,3,0,0,
The Broken Hearts Club: A Romantic Comedy,4526,1000000,1744858,2022442,744858,1022442,31.6227766017,18.5292901324,19.1271694246,47,0,0,
Who Killed the Electric Car?,4527,1000000,1678874,1849392,678874,849392,31.6227766017,18.5277365279,19.126843824,90,0,0,
Walking and Talking,4528,1000000,1231303,1559610,231303,559610,31.6227766017,18.5251295122,19.1246324647,55,0,0,
Bubba Ho-Tep,4529,1000000,1184656,1438368,184656,438368,31.6227766017,18.524036742,19.1244017095,52,0,0,
No Man's Land,4530,1000000,1059830,2676556,59830,1676556,31.6227766017,18.535140914,19.1237839534,15,0,0,
Slam,4531,1000000,982214,1059916,-17786,59916,31.6227766017,18.5206180024,19.1233996441,93,0,0,
Brigham City,4532,1000000,852206,852206,-147794,-147794,31.6227766017,18.5187366781,19.1227555891,38,0,0,
Panic,4533,1000000,767007,1413577,-232993,413577,31.6227766017,18.5238131503,19.1223332912,51,0,0,
Fiza,4534,1000000,623791,1179462,-376209,179462,31.6227766017,18.5216991825,19.1216230237,44,0,0,
Ajami,4535,1000000,621859,2721096,-378141,1721096,31.6227766017,18.535538064,19.1216134386,27,0,0,
Orgazmo,4536,1000000,582024,627287,-417976,-372713,31.6227766017,18.5166954847,19.1214157888,52,0,0,
The Future,4537,1000000,568662,568662,-431338,-431338,31.6227766017,18.5161627636,19.1213494816,56,0,0,
All the Real Girls,4538,1000000,549666,703020,-450334,-296980,31.6227766017,18.517383245,19.1212552089,67,0,0,
Dream With The Fishes,4539,1000000,542909,542909,-457091,-457091,31.6227766017,18.5159286583,19.1212216733,44,0,0,
The Act of Killing,4540,1000000,486919,487359,-513081,-512641,31.6227766017,18.5154234993,19.1209437469,25,0,0,
Blue Car,4541,1000000,464126,475367,-535874,-524633,31.6227766017,18.5153144132,19.1208305836,90,0,0,
Wristcutters: A Love Story,4542,1000000,446165,473769,-553835,-526231,31.6227766017,18.515299876,19.1207414013,74,0,0,
Luminarias,4543,1000000,428535,428535,-571465,-571465,31.6227766017,18.5148882889,19.1206538548,45,0,0,
I Origins,4544,1000000,336472,852399,-663528,-147601,31.6227766017,18.5187384278,19.1201965666,22,0,0,
The Battle of Shaker Heights,4545,1000000,280351,839145,-719649,-160855,31.6227766017,18.5186182603,19.1199177042,86,0,0,
Taxi to the Dark Side,4546,1000000,274661,304472,-725339,-695528,31.6227766017,18.5137585613,19.1198894265,22,0,0,
Guiana 1838,4547,1000000,227241,227241,-772759,-772759,31.6227766017,18.5130546445,19.1196537315,31,0,0,
